1
1,34
4,19
3,35
2,06
5
10
25
48,72
61,56
68,86
74,62
76,78
78,85
78,88
79,41
79,3
79,39
79,45
79,21
79,57
78,96
79,51
78,65
79,47
78,89
79,34
79,04
79,22
79,2
79,03
79,29
78,84
79,34
78,51
79,26
78,6
79,16
78,7
78,92
78,78
78,71
78,82
78,44
78,86
78,16
78,77
77,95
78,62
78,09
78,41
78,08
78,05
78
77,7
78,02
77,5
78,15
77,36
78,26
77,78
78,36
78,07
78,25
78,22
78,15
78,44
78,06
78,65
77,96
78,78
78,16
78,83
78,47
78,79
78,66
78,66
78,81
78,46
78,83
78,16
78,85
78,1
78,83
78,34
78,76
78,52
78,59
78,64
78,45
78,78
78,25
78,89
78,12
79,05
78,5
79,08
78,84
79,11
79,1
79,04
79,32
78,94
79,45
78,73
79,56
78,92
79,58
79,16
79,5
79,34
79,28
79,3
78,9
79,2
78,48
79,04
77,92
77,6
74,62
70,58
63,15
52,12
32,71
20,86
14,32
6,86
5,8
5,49
3,17
1,37
