11,73
15,21
14,28
12,71
13,37
10,7
9,5
13,76
11,84
8,73
10,82
9,65
14,05
7,42
10,29
23,46
32,07
39,24
45,58
50,06
52,8
56,59
59,41
60,84
61,45
63,42
64,28
64,05
64,3
65,24
65,3
64,49
65,21
65,76
65,46
64,59
65,66
65,9
65,34
65,22
66,06
66,06
65,21
65,76
66,31
66,02
65,03
66,18
66,5
65,98
65,69
66,55
66,6
65,83
66,29
66,97
66,81
65,79
66,99
67,37
66,94
66,59
67,59
67,77
67,13
67,53
68,28
68,18
67,26
68,4
68,94
68,65
68,29
69,42
69,71
69,15
69,47
70,32
70,34
69,53
70,59
71,19
70,95
70,45
71,62
71,94
71,43
71,66
72,55
72,6
71,79
72,66
73,24
72,98
72,28
73,41
73,68
73,1
73,05
73,85
73,79
72,86
73,45
73,9
73,53
72,53
73,54
73,71
73,03
72,71
73,43
73,32
72,37
72,78
73,23
72,85
71,71
72,76
72,98
72,38
72
72,84
72,86
72,04
72,41
73,02
72,83
71,8
72,96
73,38
72,97
72,59
73,59
73,75
73,09
73,44
74,19
74,11
73,17
74,2
74,66
74,29
73,77
74,82
75,02
74,39
74,58
75,33
75,24
74,3
75,18
75,66
75,31
74,64
75,68
75,88
75,24
75,25
76
75,92
75,01
75,73
76,23
75,88
75,03
76,08
76,27
75,64
75,51
76,29
76,24
75,34
75,91
76,41
76,09
75,11
76,21
76,48
75,91
75,66
76,48
76,46
75,62
76,07
76,64
76,39
75,31
76,47
76,78
76,24
75,84
76,71
76,74
75,95
76,27
76,88
76,65
75,56
76,58
76,89
76,39
75,87
76,79
76,86
76,09
76,27
76,89
76,69
75,67
76,59
77
76,57
75,93
76,88
76,99
76,26
76,32
77,01
76,86
75,88
76,65
77,06
76,63
75,84
76,83
76,98
76,3
76,21
76,91
76,76
75,77
76,36
76,78
76,33
75,24
75,93
75,51
73,93
72,37
71,27
68,77
64,75
61,36
57
50,58
41,66
31,36
6,82
19,5
17,35
13,22
5,53
1,35
4,17
5,17
3,41
5,46
5,8
5,12
2,35
7,41
