13,3;
-33,2;
-24,-9;
-8,-14;
10,20;
34,-7;
-9,-25;
-10,28;
16,-7;
-18,-10;
-19,24;
21,-27;
