10,57
9,96
12,5
10,4
11,38
13,43
22,83
27,26
50,82
63,48
70,64
76,24
78,24
80,19
80,08
80,5
80,26
80,24
80,19
79,86
80,16
79,54
80,06
79,16
79,92
79,28
79,68
79,33
79,48
79,43
79,24
79,49
79,06
79,6
78,79
79,57
78,94
79,55
79,15
79,42
79,3
79,26
79,37
78,99
79,42
78,73
79,37
78,54
79,19
78,62
78,87
78,47
78,39
78,32
77,95
78,17
77,52
78,02
77,05
77,76
77,1
77,53
77,13
77,23
77,17
77,04
77,28
76,83
77,36
76,62
77,39
76,7
77,34
77,03
77,42
77,38
77,49
77,78
77,57
78,08
77,52
78,28
77,5
78,13
77,51
77,84
77,54
77,52
77,44
77,09
77,26
76,52
76,94
75,96
76,66
75,93
76,35
75,97
76,11
75,98
75,83
76,04
75,62
76,13
75,43
76,31
75,76
76,5
76,19
76,62
76,58
76,67
76,88
76,64
77,08
76,41
76,97
75,8
75,39
72,37
68,24
60,66
49,41
29,77
18,69
20,2
21,08
19,47
21,16
21,44
22,45
